County,City,State,Postal.Code,Model.Year,Make,Model,Electric.Vehicle.Type,Electric.Range
King,Redmond,WA,98052,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Bothell,WA,98011,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Yakima,Yakima,WA,98908,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kent,WA,98030,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Bremerton,WA,98310,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Renton,WA,98058,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Issaquah,WA,98029,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Seattle,WA,98115,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kenmore,WA,98028,2024,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
Kitsap,Olalla,WA,98359,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98002,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Seattle,WA,98115,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
King,Burien,WA,98166,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Renton,WA,98055,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),38
King,Seattle,WA,98177,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),47
King,Mercer Island,WA,98040,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30
King,Seattle,WA,98117,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98133,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),266
King,Burien,WA,98166,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98092,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98146,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),83
King,Renton,WA,98058,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Duvall,WA,98019,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Newcastle,WA,98059,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Shoreline,WA,98177,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
Thurston,Olympia,WA,98516,2019,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),26
King,Seattle,WA,98102,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Camas,WA,98607,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seatac,WA,98148,2023,KIA,EV6,Battery Electric Vehicle (BEV),0
Clark,Ridgefield,WA,98642,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259
Jefferson,Port Townsend,WA,98368,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Kirkland,WA,98034,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2021,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),192
Kitsap,Port Orchard,WA,98367,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Bellevue,WA,98007,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Auburn,WA,98092,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98106,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
Thurston,Olympia,WA,98502,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98002,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Bellevue,WA,98006,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30
King,Seattle,WA,98134,2025,BMW,IX,Battery Electric Vehicle (BEV),0
King,Kenmore,WA,98028,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249
King,Tukwila,WA,98188,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Seattle,WA,98104,2023,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),0
Yakima,Yakima,WA,98908,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Newcastle,WA,98059,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),26
Clark,Vancouver,WA,98684,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98102,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),16
King,Kirkland,WA,98033,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
King,Renton,WA,98057,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),210
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Seattle,WA,98122,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),72
Kitsap,Bainbridge Island,WA,98110,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Sammamish,WA,98075,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),330
Kitsap,Bainbridge Island,WA,98110,2023,KIA,EV6,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
Clark,Vancouver,WA,98686,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98107,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
Kitsap,Olalla,WA,98359,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kent,WA,98031,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98102,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Clark,Vancouver,WA,98664,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19
Kitsap,Bainbridge Island,WA,98110,2015,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),87
King,Seattle,WA,98112,2018,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),8
King,Bellevue,WA,98006,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Renton,WA,98058,2016,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),82
King,Kirkland,WA,98033,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Woodinville,WA,98072,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98075,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Bainbridge Island,WA,98110,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
Stevens,Nine Mile Falls,WA,99026,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Jefferson,Port Hadlock,WA,98339,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),270
Clark,Vancouver,WA,98662,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Bainbridge Island,WA,98110,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6
Clark,Vancouver,WA,98664,2022,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),29
King,Seattle,WA,98107,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),238
King,Seattle,WA,98178,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2023,KIA,NIRO,Battery Electric Vehicle (BEV),0
Snohomish,Monroe,WA,98272,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Burien,WA,98168,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Kent,WA,98031,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38
King,Seattle,WA,98125,2016,KIA,SOUL,Battery Electric Vehicle (BEV),93
King,Seattle,WA,98117,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),26
Jefferson,Port Townsend,WA,98368,2017,FIAT,500,Battery Electric Vehicle (BEV),84
King,Mercer Island,WA,98040,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Seattle,WA,98107,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2023,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98074,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
King,Auburn,WA,98092,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),208
King,Lake Forest Park,WA,98155,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
Thurston,Olympia,WA,98502,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98144,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151
King,Seatac,WA,98148,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98117,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bothell,WA,98011,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98007,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Bellevue,WA,98007,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98092,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Bremerton,WA,98312,2024,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98109,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98683,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Seattle,WA,98125,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Tukwila,WA,98178,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Thurston,Olympia,WA,98516,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),73
King,North Bend,WA,98045,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),38
King,Bothell,WA,98011,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Auburn,WA,98092,2022,KIA,EV6,Battery Electric Vehicle (BEV),0
King,Bothell,WA,98011,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98683,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Renton,WA,98056,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seatac,WA,98148,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Bellevue,WA,98008,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Jefferson,Port Townsend,WA,98368,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),73
Clark,Vancouver,WA,98686,2022,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Bellevue,WA,98005,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98662,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Bothell,WA,98011,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),42
King,Kirkland,WA,98034,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),14
King,Redmond,WA,98052,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Bellevue,WA,98004,2018,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),19
King,Bellevue,WA,98005,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Kirkland,WA,98034,2024,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
King,Bothell,WA,98011,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98121,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),337
Snohomish,Lynnwood,WA,98087,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98004,2022,FORD,F-150,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98103,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2021,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Port Orchard,WA,98366,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150
Clark,Vancouver,WA,98683,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Seattle,WA,98125,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98682,2023,BMW,I4,Battery Electric Vehicle (BEV),0
Snohomish,Lake Stevens,WA,98258,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bothell,WA,98011,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98685,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),26
King,Bellevue,WA,98007,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Seattle,WA,98133,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Shoreline,WA,98177,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2023,MERCEDES-BENZ,EQS-CLASS SUV,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Seattle,WA,98121,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),0
King,Issaquah,WA,98027,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Thurston,Olympia,WA,98502,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98683,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98092,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),204
King,Seattle,WA,98177,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Kent,WA,98030,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98133,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),19
Clark,Vancouver,WA,98682,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),6
Cowlitz,Kelso,WA,98626,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),0
King,Kent,WA,98042,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Kitsap,Bremerton,WA,98311,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98122,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98115,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),107
King,Bellevue,WA,98005,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),208
Clark,Vancouver,WA,98662,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
Cowlitz,Kelso,WA,98626,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98074,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259
Kitsap,Bainbridge Island,WA,98110,2024,RIVIAN,R1T,Battery Electric Vehicle (BEV),0
King,Kent,WA,98031,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98005,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Kenmore,WA,98028,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Woodinville,WA,98072,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),32
King,Burien,WA,98168,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Clark,Vancouver,WA,98682,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Seattle,WA,98177,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
King,Des Moines,WA,98148,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30
King,Seattle,WA,98146,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),204
King,Seattle,WA,98125,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Snohomish,Mukilteo,WA,98275,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
King,Seattle,WA,98109,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Bothell,WA,98011,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),35
King,Seattle,WA,98117,2024,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),33
King,Kirkland,WA,98034,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150
King,Bothell,WA,98011,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),291
King,Seattle,WA,98146,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
Yakima,Yakima,WA,98908,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Bellevue,WA,98007,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),238
Clark,Vancouver,WA,98664,2024,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),0
Clark,Battle Ground,WA,98604,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),30
King,Seattle,WA,98125,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Burien,WA,98168,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),35
King,Redmond,WA,98052,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98107,2016,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),13
King,Seattle,WA,98178,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),0
King,Kent,WA,98030,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Burien,WA,98166,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Snohomish,Lake Stevens,WA,98258,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Kitsap,Bainbridge Island,WA,98110,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bothell,WA,98011,2024,KIA,EV6,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98684,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
King,Federal Way,WA,98003,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),151
King,Kirkland,WA,98033,2018,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),17
King,Issaquah,WA,98029,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),322
King,Seattle,WA,98146,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),84
King,Bellevue,WA,98005,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Auburn,WA,98092,2021,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
Clark,Ridgefield,WA,98642,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Seattle,WA,98178,2023,MERCEDES-BENZ,EQE-CLASS SUV,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2024,BMW,I4,Battery Electric Vehicle (BEV),0
King,Kent,WA,98031,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
Thurston,Olympia,WA,98513,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
King,Issaquah,WA,98029,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),259
King,Seattle,WA,98178,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98006,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2024,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),33
Clark,Vancouver,WA,98662,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Sammamish,WA,98074,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Clark,Vancouver,WA,98686,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
Kitsap,Bainbridge Island,WA,98110,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),150
King,Seattle,WA,98109,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),21
Snohomish,Lynnwood,WA,98087,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),53
Snohomish,Lake Stevens,WA,98258,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),220
Clark,Camas,WA,98607,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),73
King,Seattle,WA,98144,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98034,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),14
King,Seattle,WA,98177,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
Clark,Vancouver,WA,98685,2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),58
King,Kirkland,WA,98034,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Kirkland,WA,98033,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),270
Clark,Vancouver,WA,98661,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),249
King,Seattle,WA,98144,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),215
King,Redmond,WA,98052,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),23
King,Bellevue,WA,98004,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),0
King,Black Diamond,WA,98010,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),38
King,Kirkland,WA,98034,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),75
King,Seatac,WA,98148,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),0
King,Bellevue,WA,98007,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),0
King,Redmond,WA,98052,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),0
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),25
King,Kirkland,WA,98034,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98125,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),0
King,Seattle,WA,98133,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),0
